#SHEETINFO | name=Arithmetic operations and word problems,,,,,,,
44 - 18 =,26,,,,,,
56 - 27 =,29,,,,,,
74 - 39 =,35,,,,,,
78 - 14 =,64,,,,,,
51 - 19 =,32,,,,,,
"=Q80 &"" - ""&R80&"" = """,=Q80-R80,,~#place-after-tech-cols#~=RANDBETWEEN(30;70),=RANDBETWEEN(1;30),,,
"=Q81 &"" - ""&R81&"" = """,=Q81-R81,,~#place-after-tech-cols#~=RANDBETWEEN(20;50),=RANDBETWEEN(1;20),,,
"=Q82 &"" - ""&R82&"" = """,=Q82-R82,,~#place-after-tech-cols#~=RANDBETWEEN(30;80),=RANDBETWEEN(10;30),,,
"=Q83 &"" - ""&R83&"" = """,=Q83-R83,,~#place-after-tech-cols#~=RANDBETWEEN(30;70),=RANDBETWEEN(1;30),,,
"=Q84 &"" - ""&R84&"" = """,=Q84-R84,,~#place-after-tech-cols#~=RANDBETWEEN(30;50),=RANDBETWEEN(1;30),,,
"=Q85 &"" - ""&R85&"" = """,=Q85-R85,,~#place-after-tech-cols#~=RANDBETWEEN(40;80),=RANDBETWEEN(10;40),,,
"=Q86 &"" - ""&R86&"" = """,=Q86-R86,,~#place-after-tech-cols#~=RANDBETWEEN(50;90),=RANDBETWEEN(10;50),,,
"=Q87 &"" - ""&R87&"" = """,=Q87-R87,,~#place-after-tech-cols#~=RANDBETWEEN(50;90),=RANDBETWEEN(10;50),,,
"=Q88 &"" - ""&R88&"" = """,=Q88-R88,,~#place-after-tech-cols#~=RANDBETWEEN(30;90),=RANDBETWEEN(10;30),,,
,,,,,,,
"=Q90 &"" + (""&R90&"" - ""&S90&"") = """,=Q90+R90-S90,,~#place-after-tech-cols#~=RANDBETWEEN(20;60),=RANDBETWEEN(30;50),=RANDBETWEEN(20;30),,
"=""(""& Q91 &"" - ""&R91&"") + ""&S91&"" = """,=Q91-R91+S91,,~#place-after-tech-cols#~=RANDBETWEEN(40;80),=RANDBETWEEN(20;40),=RANDBETWEEN(20;40),,
"=Q92 &"" + ""&R92&"" - ""&S92&"" = """,=Q92+R92-S92,,~#place-after-tech-cols#~=RANDBETWEEN(1;20),=RANDBETWEEN(10;20),=RANDBETWEEN(10;20),,
"=Q93 &"" - ""&R93&"" = """,=Q93-R93,,~#place-after-tech-cols#~=RANDBETWEEN(501;1299),=RANDBETWEEN(101;499),,,
"=Q94 &"" - ""&R94&"" = """,=Q94-R94,,~#place-after-tech-cols#~=RANDBETWEEN(501;1299),=RANDBETWEEN(101;499),,,
"=Q95 &"" - ""&R95&"" = """,=Q95-R95,,~#place-after-tech-cols#~=RANDBETWEEN(501;1299),=RANDBETWEEN(101;499),,,
70027 - 5842 = ,=70027 - 5842,,,,,,
248005 - 34929 = ,=248005 - 34929 ,,,,,,
,,,,,,,
Multiplication,,,,,,,
There are 30 desks in the school. There are 2 students sitting at each desk. How many students are in the school?,There are 60 students in the school.,Natural number multiplication,,,,,
"4 raspberry bushes grew in the garden, and there were 6 fruits on each bush. The children ate 5 raspberries. How many raspberries were left?",There were 19 raspberries left in the garden.,Multiplication and subtraction,,,,,
"3 pear trees grew in the orchard, with 8 fruits on each. 10 fruits fell to the ground. How many pears remained on the trees?",There were 14 pears remaining on the trees.,Multiplication and subtraction,,,,,
There are 4 rows of carrots in the garden. 5 carrots grow in each row. How many carrots grow in the garden?,20 carrots grow in the garden.,Multiplication as repeated addition,,,,,
"Mom bought 3 packs of cookies, with 6 cookies in each pack. How many cookies did Mom buy?",Mom bought 18 cookies.,Multiplication as repeated addition,,,,,
There are 3 plates on the table. There are 4 cookies on each plate. How many cookies are there in total?,There are 12 cookies in total.,Multiplication as repeated addition,,,,,
Mom bought 3 packs of 5 buns and 2 packs of 4 buns. How many buns did she buy in total?,Mom bought 23 buns in total.,Multiplication and addition,,,,,
There were 2 shelves in the closet with 7 books each. 5 more books were added to the bottom shelf. How many books are in the closet?,There are 19 books in the closet in total.,Multiplication and addition,,,,,
"There were 4 shelves in the shop, and there were 8 loaves of bread on each. 10 loaves were sold. How many loaves were left?",There were 22 loaves of bread left in the shop.,Multiplication and subtraction,,,,,
"Sophie had 5 bags, with 7 candies in each. She ate 8 candies. How many did she have left?",Sophie had 27 candies left.,Multiplication and subtraction,,,,,
"Dad bought 4 packs of water, and there were 6 bottles in each. He gave 5 bottles to the neighbors. How many bottles were left?",Dad had 19 bottles of water left.,Multiplication and subtraction,,,,,
"4 rows of flowers grew in the garden, with 7 in each. Then 5 more flowers were planted. How many flowers are in the garden now?",There are 33 flowers in the garden now.,Multiplication and addition,,,,,
"There are 7 rows of books on the shelf, with 12 books in each. How many books are on the shelf?",84,Natural number multiplication,,,,,
"There are 6 rows of trees in the orchard, with 9 trees in each row. How many trees are in the orchard?",54,Natural number multiplication,,,,,
"Mom bought 5 baskets of strawberries, with 9 fruits in each. 7 fruits were spoiled. How many good strawberries were left?",There were 38 good strawberries left.,Multiplication and subtraction,,,,,
"In the class, the boys collected $36, and the girls collected twice as much. How much money did the girls collect?",72,Natural number multiplication,,,,,
"Sophie read 45 pages of a book, and Barbara read 3 times more. How many pages did Barbara read?",135,Natural number multiplication,,,,,
Mom baked 3 cakes. She divided each into 8 equal pieces. How many pieces of cake did she have in total?,24,Natural number multiplication,,,,,
In the classroom there are 5 rows of 6 desks. How many desks are there together?,30,Natural number multiplication,,,,,
There are 5 rows of benches for 2 people in the classroom. How many people fit in the classroom?,10,Natural number multiplication,,,,,
The pool is 25 m long. How many meters will Johnny swim if he does 8 lengths of the pool?,200 m,Natural number multiplication,,,,,
"Ann has 5 boxes, there are 8 candies in each box. How many candies does she have in total?",40,Natural number multiplication,,,,,
7 children are sitting on a bench. Each is holding 2 balloons. How many balloons do they have together?,14,Natural number multiplication,,,,,
"There were 5 shelves in the shop, with 8 jars of honey on each. 9 jars were sold. How many jars were left in the shop?",There were 31 jars of honey left in the shop.,Multiplication and subtraction,,,,,
A cyclist rode for 2 hours at a speed of 18 km/h. What distance did he cover?,36 km,Multiplication and speed units,,,,,
A plane flew for 3 hours at a speed of 800 km/h. What distance did it cover?,2400 km,"Multiplication, speed units",,,,,
There is 250 g of rice in one pack. How much rice is in 6 such packs?,"1.5 kg","Mass units, multiplication",,,,,
Mike has 3 boxes of 250 ml of juice. How much juice does he have in total?,750 ml,"Volume units, multiplication",,,,,
A car burns 7 liters of fuel per 100 km. How much will it burn for 300 km?,21 liters (l),"Proportions, multiplication",,,,,
4 blouses can be sewn from 5 meters of fabric. How much fabric is needed for 6 blouses?,"7.5 m","Proportions, division and multiplication",,,,,
,,,,,,,
"=""Calculate how many times the number ""&R131*Q131&"" is greater than the number ""&Q131&"".""",=R131*Q131/Q131,"=""The number ""&R131*Q131&"" is '''""&R131&""''' times greater than the number ""&Q131&"".""",~#place-after-tech-cols#~=RANDBETWEEN(1;11),=RANDBETWEEN(2;11),,,
"=""Calculate how many times the number ""&R132*Q132&"" is greater than the number ""&Q132&"".""",=R132*Q132/Q132,"=""The number ""&R132*Q132&"" is '''""&R132&""''' times greater than the number ""&Q132&"".""",~#place-after-tech-cols#~=RANDBETWEEN(1;11),=RANDBETWEEN(2;11),,,
"=""Calculate how many times the number ""&R133*Q133&"" is greater than the number ""&Q133&"".""",=R133*Q133/Q133,"=""The number ""&R133*Q133&"" is '''""&R133&""''' times greater than the number ""&Q133&"".""",~#place-after-tech-cols#~=RANDBETWEEN(1;11),=RANDBETWEEN(2;11),,,
,,,,,,,
"=""Calculate how many times the number ""&Q135&"" is smaller than the number ""&R135*Q135&"".""",=R135*Q135/Q135,"=""The number ""&Q135&"" is '''""&R135&""''' times smaller than the number ""&R135*Q135&"".""",~#place-after-tech-cols#~=RANDBETWEEN(1;11),=RANDBETWEEN(2;11),,,
"=""Calculate how many times the number ""&Q136&"" is smaller than the number ""&R136*Q136&"".""",=R136*Q136/Q136,"=""The number ""&Q136&"" is '''""&R136&""''' times smaller than the number ""&R136*Q136&"".""",~#place-after-tech-cols#~=RANDBETWEEN(1;11),=RANDBETWEEN(2;11),,,
"=""Calculate how many times the number ""&Q137&"" is smaller than the number ""&R137*Q137&"".""",=R137*Q137/Q137,"=""The number ""&Q137&"" is '''""&R137&""''' times smaller than the number ""&R137*Q137&"".""",~#place-after-tech-cols#~=RANDBETWEEN(1;11),=RANDBETWEEN(2;11),,,
,,,,,,,
"=Q139 &"" × ""&R139&"" = """,=Q139*R139,,~#place-after-tech-cols#~=RANDBETWEEN(20;40),=RANDBETWEEN(5;9),,,
"=Q140 &"" × ""&R140&"" = """,=Q140*R140,"="" (""&(INT(Q140/10)*10)&"" ×  ""&R140&"") + (""&MOD(Q140;10)&"" ×  ""&R140&"") = ""& ((INT(Q140/10)*10)*R140&"" + ""&MOD(Q140;10)*R140&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;40),=RANDBETWEEN(2;9),,,
"=Q141 &"" × ""&R141&"" = """,=Q141*R141,"="" (""&(INT(Q141/10)*10)&"" ×  ""&R141&"") + (""&MOD(Q141;10)&"" ×  ""&R141&"") = ""& ((INT(Q141/10)*10)*R141&"" + ""&MOD(Q141;10)*R141&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;40),=RANDBETWEEN(2;6),,,
"=Q142 &"" × ""&R142&"" = """,=Q142*R142,"="" (""&(INT(Q142/10)*10)&"" ×  ""&R142&"") + (""&MOD(Q142;10)&"" ×  ""&R142&"") = ""& ((INT(Q142/10)*10)*R142&"" + ""&MOD(Q142;10)*R142&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),,,
"=Q143 &"" × ""&R143&"" = """,=Q143*R143,"="" (""&(INT(Q143/10)*10)&"" ×  ""&R143&"") + (""&MOD(Q143;10)&"" ×  ""&R143&"") = ""& ((INT(Q143/10)*10)*R143&"" + ""&MOD(Q143;10)*R143&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),,,
"=Q144 &"" × ""&R144&"" = """,=Q144*R144,"="" (""&(INT(Q144/10)*10)&"" ×  ""&R144&"") + (""&MOD(Q144;10)&"" ×  ""&R144&"") = ""& ((INT(Q144/10)*10)*R144&"" + ""&MOD(Q144;10)*R144&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),,,
"=Q145 &"" × ""&R145&"" = """,=Q145*R145,"="" (""&(INT(Q145/10)*10)&"" ×  ""&R145&"") + (""&MOD(Q145;10)&"" ×  ""&R145&"") = ""& ((INT(Q145/10)*10)*R145&"" + ""&MOD(Q145;10)*R145&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;40),=RANDBETWEEN(2;9),,,
"=Q146 &"" × ""&R146&"" = """,=Q146*R146,"="" (""&(INT(Q146/10)*10)&"" ×  ""&R146&"") + (""&MOD(Q146;10)&"" ×  ""&R146&"") = ""& ((INT(Q146/10)*10)*R146&"" + ""&MOD(Q146;10)*R146&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;40),=RANDBETWEEN(2;6),,,
"=Q147 &"" × ""&R147&"" = """,=Q147*R147,"="" (""&(INT(Q147/10)*10)&"" ×  ""&R147&"") + (""&MOD(Q147;10)&"" ×  ""&R147&"") = ""& ((INT(Q147/10)*10)*R147&"" + ""&MOD(Q147;10)*R147&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),,,
"=Q148 &"" × ""&R148&"" = """,=Q148*R148,"="" (""&(INT(Q148/10)*10)&"" ×  ""&R148&"") + (""&MOD(Q148;10)&"" ×  ""&R148&"") = ""& ((INT(Q148/10)*10)*R148&"" + ""&MOD(Q148;10)*R148&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),,,
"=Q149 &"" × ""&R149&"" = """,=Q149*R149,"="" (""&(INT(Q149/10)*10)&"" ×  ""&R149&"") + (""&MOD(Q149;10)&"" ×  ""&R149&"") = ""& ((INT(Q149/10)*10)*R149&"" + ""&MOD(Q149;10)*R149&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),,,
"=Q150 &"" × ""&R150&"" = """,=Q150*R150,,~#place-after-tech-cols#~=RANDBETWEEN(10;40),=RANDBETWEEN(5;9),,,
"=Q151 &"" × ""&R151&"" = """,=Q151*R151,,~#place-after-tech-cols#~=RANDBETWEEN(10;40),=RANDBETWEEN(5;9),,,
"=Q152 &"" × ""&R152&"" = """,=Q152*R152,,~#place-after-tech-cols#~=RANDBETWEEN(20;40),=RANDBETWEEN(5;9),,,
"=Q153 &"" × ""&R153&"" = """,=Q153*R153,"="" (""&(INT(Q153/10)*10)&"" ×  ""&R153&"") + (""&MOD(Q153;10)&"" ×  ""&R153&"") = ""& ((INT(Q153/10)*10)*R153&"" + ""&MOD(Q153;10)*R153&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;999),=RANDBETWEEN(2;9),,,
"=Q154 &"" × ""&R154&"" = """,=Q154*R154,"="" (""&(INT(Q154/10)*10)&"" ×  ""&R154&"") + (""&MOD(Q154;10)&"" ×  ""&R154&"") = ""& ((INT(Q154/10)*10)*R154&"" + ""&MOD(Q154;10)*R154&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;999),=RANDBETWEEN(2;9),,,
"=Q155 &"" × ""&R155&"" = """,=Q155*R155,"="" (""&(INT(Q155/10)*10)&"" ×  ""&R155&"") + (""&MOD(Q155;10)&"" ×  ""&R155&"") = ""& ((INT(Q155/10)*10)*R155&"" + ""&MOD(Q155;10)*R155&"""")",~#place-after-tech-cols#~=RANDBETWEEN(10;999),=RANDBETWEEN(2;9),,,
,,,,,,,
"=Q157*10 &"" × ""&R157*10&"" = """,=Q157*10*R157*10,"=""We calculate (""&Q157&"" × ""&R157&"") and add 0 0 zeros to the result""",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
"=Q158*1000 &"" × ""&R158*10&"" = """,=Q158*1000*R158*10,"=""We calculate (""&Q158&"" × ""&R158&"") and add 000 0 zeros to the result""",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
"=Q159*100 &"" × ""&R159*1000&"" = """,=Q159*100*R159*1000,"=""We calculate (""&Q159&"" × ""&R159&"") and add 00 000 zeros to the result""",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
,,,,,,,
Division,,,,,,,
There were 18 cookies in the box. The children divided them equally among 3 people. How many cookies did each person get?,Each person got 6 cookies.,Natural number division,,,,,
Mom bought 24 buns. She packed them into bags of 6 buns. How many bags were created?,4 bags were created.,Natural number division,,,,,
There were 36 eggs in the basket. They were divided equally into 6 boxes. How many eggs are in each box?,There are 6 eggs in each box.,Natural number division,,,,,
There are 20 students in the class. They were divided into 4 equal teams. How many people are in each team?,There are 5 people in each team.,Natural number division,,,,,
"There were 32 apples in the orchard. 8 were sold, and the rest were divided equally into 4 crates. How many apples went into one crate?",6 apples went into one crate.,Subtraction and division,,,,,
"Mom baked 20 muffins. The children ate 8, and she packed the rest equally into 4 boxes. How many muffins were in each box?",There were 3 muffins in each box.,Subtraction and division,,,,,
"There were 25 flowers in the garden. 5 withered, and the remaining ones were divided equally into 4 flowerbeds. How many flowers were in each flowerbed?",There were 5 flowers in each flowerbed.,Subtraction and division,,,,,
Ann had 15 candies. She gave 3 friends the same amount of candies and had none left. How many candies did each friend get?,Each friend got 5 candies.,Natural number division,,,,,
There were 12 bananas on the table. The children took 3 bananas each. How many children took bananas?,4 children took bananas.,Natural number division,,,,,
"28 children went on a trip. The bus holds 7 people. How many trips must it make to transport all the children?","The bus must make 4 trips to transport all the children.",Natural number division,,,,,
"There were 36 balls on the field. 12 were taken to the storage, and the rest were divided equally among 4 teams. How many balls did each team have?",Each team had 6 balls.,Subtraction and division,,,,,
"There were 28 students in the class. 10 went to a competition, and the remaining ones were divided equally into 3 groups. How many people were in each group?",There were 6 people in each group.,Subtraction and division,,,,,
"40 children went on a trip. 12 of them went by bus, and the rest fit equally into 4 vans. How many children were in each van?",There were 7 children in each van.,Subtraction and division,,,,,
"Sophie gathered 48 nuts. On the way she lost 8, and distributed the rest equally into 4 jars. How many nuts were in each jar?",There were 10 nuts in each jar.,Subtraction and division,,,,,
"12 pigeons were sitting on a bench. 4 of them flew away, and the rest were divided equally into 2 groups. How many pigeons were in each group?",There were 4 pigeons in each group.,Subtraction and division,,,,,
"There are 60 seats in the cinema. There are 10 seats in the first row, and in the remaining rows there are 5 people sitting equally in each row. How many rows did these people occupy?",11,Subtraction and division,,,,,
"Grandpa had 30 eggs. He placed them equally into 6 baskets, and then added 2 eggs to each basket. How many eggs does each basket have now?",Each basket now has 7 eggs.,Division and addition,,,,,
"There were 24 crayons in the class. They were divided equally among 4 students, and then one student gave 2 crayons to a friend. How many crayons does this friend have now?",This friend now has 8 crayons.,Division and addition,,,,,
"There were 42 books in the school. They were placed equally on 7 shelves, and then 3 books were taken from one shelf. How many were left on that shelf?",3 books were left on that shelf.,Division and subtraction,,,,,
There were 19 lollipops in the pack. They were placed equally on 3 plates. How many lollipops were on each plate and how many were left?,"There were 6 lollipops on each plate, and 1 lollipop was left.",Division with remainder,,,,,
"Tom bought 27 balloons. He distributed them equally to 5 friends, and kept the rest for himself. How many balloons did each friend get and how many were left for Tom?","Each friend got 5 balloons, and Tom had 2 balloons left.",Division with remainder,,,,,
,,,,,,,
"=S184 &"" ÷ ""&R184&"" = """,=Q184,"="" (""&T184&"" ÷ 10) + (""&S184-T184&"" ÷ ""&R184&"") = ""& T184/10&"" + ""&(S184-T184)/R184&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q184*R184,=R184*10,=S184-T184
"=S185 &"" ÷ ""&R185&"" = """,=Q185,"="" (""&T185&"" ÷ 10) + (""&S185-T185&"" ÷ ""&R185&"") = ""& T185/10&"" + ""&(S185-T185)/R185&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q185*R185,=R185*10,=S185-T185
"=S186 &"" ÷ ""&R186&"" = """,=Q186,"="" (""&T186&"" ÷ 10) + (""&S186-T186&"" ÷ ""&R186&"") = ""& T186/10&"" + ""&(S186-T186)/R186&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q186*R186,=R186*10,=S186-T186
