#SHEETINFO | name=Kl5SP Egipt i Izrael,,
Egipt,,
"Egipt - pytania zaawansowane (przenieś zawartość kolumny D do kolumny C, by pozycje pojawiły się w następnej lekcji)",,
,"Na ważeniu serca zmarłego. Jeśli serce było lżejsze od pióra, dusza zmarłego zyskiwała życie wieczne.",Na czym polegał Sąd Ozyrysa?
,Anubis.,Który bóg z głową szakala był opiekunem zmarłych i procesu mumifikacji?
,"Byli to wykształceni urzędnicy, którzy umieli czytać i pisać, cieszyli się dużym szacunkiem.",Kim byli pisarze w starożytnym Egipcie?
,"Wciągano je na szczyt budowli po specjalnych rampach, czyli nasypach.",Jak Egipcjanie transportowali wielkie bloki kamienne do budowy piramid?
,"Była żoną Ozyrysa, boginią płodności i opiekunką rodzin.",Kim była Izyda?
,"Małe państewka, z których powstał zjednoczony Egipt.",Co to były nomy?
,"Egipskim bogiem słońca, stwórcą świata i panem wszechświata.",Kim był Re (Ra)?
,Re (Ra).,"Kto był najważniejszym egipskim bogiem, panem słońca?"
,Ozyrys.,Który bóg był sędzią w świecie zmarłych?
,"Synem Ozyrysa i Izydy, przedstawianym z głową sokoła, opiekunem faraonów.",Kim był Horus?
,"Bogiem mądrości, pisma i nauki, przedstawianym z głową ibisa.",Kim był Thot?
,"Na wierze w wielu bogów, z których każdy odpowiadał za inną dziedzinę życia.",Na czym polegał politeizm Egipcjan?
,"Do rozprowadzania wody z Nilu na pola uprawne, co pozwalało na uzyskanie wyższych plonów.",Do czego służyły kanały nawadniające?
,Głównie urzędnicy zwani pisarzami oraz kapłani.,Kto w Egipcie zajmował się pisaniem i czytaniem?
,"Sprawowanie najwyższej władzy, dowodzenie armią, pełnienie funkcji najwyższego sędziego i kapłana.",Jakie były główne obowiązki faraona?
,"Organizowali uroczystości religijne, składali ofiary bogom i zajmowali się nauką.",Czym zajmowali się kapłani w Egipcie?
,"Uprawiali ziemię należącą do faraona, świątyń lub urzędników.",Jaka była rola chłopów w społeczeństwie egipskim?
,"Ozdobna, najczęściej kamienna trumna, w której umieszczano mumię.",Co to jest sarkofag?
,"Były to grobowce dla faraonów, które miały chronić ich ciała i zgromadzone skarby oraz zapewnić im nieśmiertelność.",Dlaczego Egipcjanie budowali piramidy?
,"Wielkich bloków kamiennych, głównie wapienia i granitu.",Jakich materiałów używano do budowy piramid?
,Przeciągali je na drewnianych płozach po specjalnie przygotowanych rampach.,Jak Egipcjanie transportowali ciężkie bloki skalne?
,Monarchia.,"Jak nazywał się system rządów w Egipcie, w którym władza przechodziła z ojca na syna?"
,"Zbiorem zaklęć i magicznych tekstów, które miały pomóc zmarłemu w bezpiecznym przejściu do świata pozagrobowego.",Czym była Księga Umarłych?
,"Wytwarzali narzędzia, naczynia, meble, biżuterię i inne potrzebne przedmioty.",Czym zajmowali się rzemieślnicy?
,"Między innymi koty, ibisy, sokoły i krokodyle.",Jakie zwierzęta Egipcjanie uważali za święte?
,"Stanowiła naturalną barierę, chroniącą kraj przed najazdami wrogów.",Jakie znaczenie dla Egiptu miała pustynia?
,Władca Egiptu Górnego podbił Egipt Dolny i połączył oba kraje.,W jaki sposób powstało zjednoczone państwo egipskie?
,Memfis.,Jak nazywała się stolica zjednoczonego Egiptu?
,"Szerokie, żyzne ujście rzeki do Morza Śródziemnego, gdzie rozdziela się ona na liczne odnogi.",Co to jest delta Nilu?
,"Głównie zboża (pszenicę i jęczmień), a także warzywa i owoce.",Co uprawiano w starożytnym Egipcie?
,"Używali drewnianych pługów, sierpów z krzemiennymi ostrzami i motyk.",Jakie narzędzia rolnicze stosowali Egipcjanie?
,Władzę nad zjednoczonym Egiptem Górnym i Dolnym.,Co symbolizowała podwójna korona faraona?
,"Jego żona Izyda, która pozbierała fragmenty jego ciała.",Kto według wierzeń Egipcjan przywrócił do życia Ozyrysa?
,"Serce, ponieważ wierzono, że jest ono siedliskiem rozumu i uczuć i będzie potrzebne podczas Sądu Ozyrysa.",Jaki organ pozostawiano w ciele podczas mumifikacji i dlaczego?
,"Oznaczało to, że zmarły prowadził dobre życie i zasługuje na życie wieczne.","Co oznaczało, że serce zmarłego na Sądzie Ozyrysa było lżejsze od pióra prawdy?"
,"Głównie chłopi, w okresie gdy Nil wylewał i praca na roli była niemożliwa.",Kto wykonywał najcięższe prace przy budowie piramid?
,Z Egiptu Górnego (na południu) i Egiptu Dolnego (na północy).,Z jakich dwóch krain składał się Egipt przed zjednoczeniem?
,Symbolizowała jego władzę nad zjednoczonymi królestwami Egiptu Górnego i Dolnego.,"Co symbolizowała podwójna korona faraona, zwana pschent?"
,"Z cegieł mułowych, czyli suszonych na słońcu bloków uformowanych z mułu nilowego i słomy.",Z czego Egipcjanie budowali swoje domy mieszkalne?
,Urny kanopskie.,"Jak nazywały się specjalne naczynia, w których przechowywano narządy wewnętrzne usunięte podczas mumifikacji?"
,"W medycynie (zwłaszcza chirurgii), matematyce i astronomii (opracowali kalendarz słoneczny).",W jakich dziedzinach nauki Egipcjanie poczynili znaczne postępy?
,"Najwyższymi urzędnikami w państwie, którzy w imieniu faraona zarządzali Egiptem.",Kim byli wezyrowie?
,"Był to mityczny stwór przedstawiany najczęściej jako lew z ludzką głową, który według wierzeń strzegł świątyń i grobowców.",Czym była sfinks?
,Wielki Sfinks w Gizie.,Jak nazywa się największy posąg sfinksa w Egipcie?
,Ponieważ Egipcjanie zbudowali skomplikowany system kanałów nawadniających.,Dlaczego rolnictwo było możliwe z dala od brzegów Nilu?
,"Chleb i piwo, wytwarzane z pszenicy i jęczmienia.",Jakie podstawowe produkty żywnościowe wytwarzali Egipcjanie?
,,
Izrael,,
Czym jest judaizm?,"Religia Żydów, która jako jedna z pierwszych była religią monoteistyczną.",
Co to jest monoteizm?,Wiara w jednego Boga.,
Kim jest Jahwe?,Tak Żydzi nazywają swojego jedynego Boga.,
Czym jest menora?,"Siedmioramienny świecznik, jeden z najważniejszych symboli judaizmu.",
Czym jest Gwiazda Dawida?,"Sześcioramienna gwiazda, która jest symbolem narodu żydowskiego i judaizmu.",
Czym jest Tora?,"Najważniejsza święta księga judaizmu, zawierająca pięć pierwszych ksiąg Biblii.","Tora to tylko część Starego Testamentu, ale najważniejsza."
Co to jest Dekalog?,"Zbiór dziesięciu przykazań, które według Biblii Mojżesz otrzymał od Boga na górze Synaj.",
Co to jest Biblia?,"Święta księga judaizmu i chrześcijaństwa, składająca się ze Starego i Nowego Testamentu.","Natomiast Tora to tylko część Starego Testamentu, ale najważniejsza.
Jest to pięć pierwszych ksiąg Biblii."
Jak nazywa się wiara w jednego Boga?,Monoteizm.,
Jak nazywa się religia wyznawana przez starożytnych Izraelitów?,Judaizm.,
Jak Żydzi nazywają swojego jedynego Boga?,Jahwe.,
Kto według Biblii wyprowadził Izraelitów z niewoli egipskiej?,Mojżesz.,
"Jak nazywają się pierwsze pięć ksiąg Biblii, które są najświętsze dla Żydów?",Tora.,"Tora to tylko część Starego Testamentu, ale najważniejsza.
Jest to pięć pierwszych ksiąg Biblii."
Gdzie leżał starożytny Izrael?,"Na Bliskim Wschodzie, w krainie zwanej Palestyną.",
O czym opowiada Stary Testament?,O dziejach narodu żydowskiego i jego przymierzu z Bogiem.,
O czym opowiada Nowy Testament?,O życiu i działalności Jezusa Chrystusa.,
Gdzie Mojżesz otrzymał od Boga tablice z Dekalogiem?,Na górze Synaj.,
W jakim okresie rozgrywały się dzieje starożytnego Izraela opisane w Biblii?,Od ~1900 r. p. n. e. do 70 r. n. e.,"* rozpoczynają się od wędrówki Abrahama (ok. XIX w. p.n.e.)
* poprzez okres królestwa (od ok. XI w. p.n.e.)
* aż do zniszczenia Świątyni Jerozolimskiej przez Rzymian w 70 r. n.e."
,,
"Izrael - pytania zaawansowane (przenieś zawartość kolumny D do kolumny C, by pozycje pojawiły się w następnej lekcji)",,
,Kanaan.,Jak nazywa się Ziemia Obiecana Abrahamowi przez Boga?
,Saul.,Kto był pierwszym królem Izraela?
,Abrahama.,Kogo uważa się za praojca narodu żydowskiego?
,Dawid.,Który król pokonał Goliata i uczynił Jerozolimę stolicą Izraela?
,"Król Salomon, syn Dawida.",Kto zbudował pierwszą Świątynię Jerozolimską?
,Synagoga.,Jak nazywa się żydowski dom modlitwy?
,"Święty dzień odpoczynku u Żydów, trwający od piątkowego do sobotniego wieczoru.",Czym jest szabat?
,Królestwo Izraela i Królestwo Judy.,Jakie dwa państwa powstały po rozpadzie królestwa Salomona?
,"Okresem, w którym Żydzi zostali uprowadzeni do Babilonii po zniszczeniu Jerozolimy.",Czym była niewola babilońska?
,Król babiloński Nabuchodonozor II.,Kto zniszczył Świątynię Jerozolimską w VI w. p.n.e.?
,"Władcy Persji, którzy podbili Babilonię.",Kto pozwolił Żydom wrócić z niewoli babilońskiej?
,"Siedmioramienny świecznik, który jest symbolem judaizmu.",Co to jest menora?
,Byli rolnikami i pasterzami.,Czym zajmowali się starożytni Izraelici?
,Z wielkiej mądrości.,Z czego słynął król Salomon?
,Została odbudowana w Jerozolimie.,Co stało się ze Świątynią po powrocie Żydów z niewoli?
,"Sześcioramienna gwiazda, jeden z głównych symboli narodu żydowskiego.",Co to jest Gwiazda Dawida?
,"Ponieważ Bóg nakazał mu wyruszyć do nowej krainy, którą mu obiecał.",Dlaczego Abraham opuścił Mezopotamię?
,Przybyli tam w poszukiwaniu żywności w czasie głodu.,Dlaczego Izraelici znaleźli się w Egipcie?
,Exodus.,Jak nazywa się wyjście Izraelitów z Egiptu?
,Kananejczycy.,Jaki lud zamieszkiwał Kanaan przed przybyciem Izraelitów?
,"To umowa, w której Bóg obiecał opiekę narodowi izraelskiemu, a ten zobowiązał się przestrzegać Jego praw, w tym Dekalogu.",Czym było przymierze między Bogiem a Izraelitami?
,"Był to człowiek uznawany za bożego wysłannika, który ogłaszał wolę Boga i wzywał do przestrzegania jego nakazów.",Kim był prorok?
,"Ponieważ król Dawid uczynił ją stolicą, a jego syn Salomon zbudował w niej Świątynię, uważaną za dom Boga na ziemi.",Dlaczego Jerozolima stała się świętym miastem Żydów?
,Pięcioksiąg.,"Jak inaczej nazywa się pięć pierwszych ksiąg Biblii, czyli Torę?"
,Naród wybrany.,Jak nazywano Izraelitów w kontekście ich umowy z Bogiem?
,"To pięć pierwszych ksiąg Biblii, w których zapisano najważniejsze prawa i dzieje narodu żydowskiego.",Czym jest Tora?
,"Jego syn, Salomon.",Kto był następcą króla Dawida?
